,y,y_hat,dummy
2016-04-28,156.0,146.75008345838813,218.2697166921899
2016-04-29,157.0,153.28700838385578,218.2577990430622
2016-04-30,143.0,145.28640513614306,218.2460773057788
2016-05-01,161.0,150.39646388236275,218.2316816529558
2016-05-02,173.0,148.48449129724193,218.22073450650345
2016-05-03,155.0,147.88009542960324,218.2120864410021
2016-05-04,121.0,152.01151138777925,218.2
2016-05-05,175.0,154.40252510781633,218.18141846683235
2016-05-06,177.0,157.915940647296,218.1731651376147
2016-05-07,167.0,146.99369085485236,218.16529715268487
2016-05-08,123.0,151.73011457082254,218.15552158960642
2016-05-09,146.0,157.6184948570143,218.1373447946514
2016-05-10,134.0,151.79119708089743,218.12356760886172
2016-05-11,174.0,148.6299901790755,218.1075042963529
2016-05-12,160.0,156.3441773720495,218.09908361970218
2016-05-13,185.0,159.8477909588808,218.08799389196412
2016-05-14,161.0,153.30574045272687,218.08167938931297
2016-05-15,157.0,146.9873280665376,218.0707880175539
2016-05-16,163.0,152.91890102284742,218.05913773368943
2016-05-17,143.0,150.34642767219754,218.04863627694067
2016-05-18,175.0,151.70183348129066,218.03432494279176
2016-05-19,156.0,158.18837308221123,218.02612011439467
2016-05-20,168.0,167.6052236030884,218.01429660693861
2016-05-21,165.0,155.0176693736524,218.00476462740613
2016-05-22,171.0,148.97369521689927,217.99466463414635
2016-05-23,174.0,154.63048192919283,217.98571156410745
2016-05-24,167.0,151.26442191983273,217.97733333333332
2016-05-25,149.0,156.28925116280277,217.96762521424492
2016-05-26,170.0,158.90767355124464,217.9544935262757
2016-05-27,184.0,163.8245552246138,217.94536455358843
2016-05-28,188.0,156.01528974293853,217.93890369242482
2016-05-29,141.0,150.88370662533416,217.93320647002855
2016-05-30,168.0,158.53926598402364,217.91856925418568
2016-05-31,153.0,158.33828772784602,217.90907361613088
2016-06-01,178.0,157.49477483465458,217.89672879421835
2016-06-02,178.0,157.63456949704303,217.8891424225138
2016-06-03,176.0,170.1938229914076,217.88155893536123
2016-06-04,162.0,158.21750035268897,217.87359817525186
2016-06-05,167.0,153.73116475084723,217.86297985556823
2016-06-06,168.0,160.67749062279992,217.85331559946798
2016-06-07,148.0,155.35105717533807,217.84384498480244
2016-06-08,174.0,158.17551137207408,217.83057929724598
2016-06-09,146.0,159.86114024891012,217.82225598176984
2016-06-10,192.0,173.48516660708938,217.80861970761345
2016-06-11,194.0,160.40734198962298,217.8037205770691
2016-06-12,191.0,161.03668563520515,217.79920288479786
2016-06-13,175.0,167.3720357976282,217.7941176470588
2016-06-14,170.0,159.41913960386475,217.78599886169607
2016-06-15,168.0,165.23627617115787,217.77693474962064
2016-06-16,193.0,156.2004753994624,217.7674947847525
2016-06-17,182.0,172.14456233383083,217.7627986348123
2016-06-18,184.0,169.77983192010797,217.75601895734596
2016-06-19,171.0,157.00225343388948,217.74962092494314
2016-06-20,170.0,165.24130703789368,217.74076179647528
2016-06-21,188.0,163.5875743654338,217.73171655930275
2016-06-22,160.0,168.13542898536866,217.72608448569804
2016-06-23,182.0,167.95669044551622,217.71515151515152
2016-06-24,194.0,178.38862867327663,217.7083885627722
2016-06-25,190.0,163.82795334396656,217.70390003786446
2016-06-26,166.0,160.55466685442696,217.6986560666288
2016-06-27,167.0,164.19938822300094,217.6888720666162
2016-06-28,183.0,166.76065483832997,217.67928098391675
2016-06-29,180.0,167.0286395216491,217.67272039349226
2016-06-30,204.0,167.0968821182629,217.66559485530547
2016-07-01,181.0,179.8624780097271,217.66301059001512
2016-07-02,152.0,180.43448454493262,217.6560786538098
2016-07-03,163.0,167.14483397534886,217.6436672967864
2016-07-04,142.0,166.34095805528528,217.63333963333963
2016-07-05,167.0,171.30459905428592,217.61904761904762
2016-07-06,172.0,167.91336711218125,217.60948422444739
2016-07-07,193.0,174.728605104905,217.60086890819795
2016-07-08,199.0,176.56629161088927,217.59622285174694
2016-07-09,174.0,171.16034813813826,217.59271148036254
2016-07-10,163.0,171.26087858296984,217.58448178214084
2016-07-11,155.0,173.44657908716408,217.57417893544735
2016-07-12,184.0,172.60093670805247,217.56237025853935
2016-07-13,170.0,169.1655529788559,217.55603773584906
2016-07-14,182.0,172.08284431844527,217.54706659120922
2016-07-15,225.0,179.25900129643102,217.54036212749907
2016-07-16,179.0,171.58399866257156,217.5417688101075
2016-07-17,133.0,163.33211137298238,217.53450226244343
2016-07-18,192.0,171.19258814020384,217.51856738925542
2016-07-19,193.0,173.40176479743303,217.51375800980023
2016-07-20,192.0,165.49552145485617,217.50913887318634
2016-07-21,196.0,183.0885244253641,217.50433308214016
2016-07-22,181.0,194.89742926348097,217.50028253908457
2016-07-23,197.0,177.19845372165008,217.49340866290018
2016-07-24,180.0,160.59860035415792,217.48954999058557
2016-07-25,198.0,172.97635983679592,217.48249246987953
