,y,y_hat
2017-09-10,171.0,170.59173362834355
2017-09-11,164.0,176.07054103752733
2017-09-12,192.0,181.8058023059068
2017-09-13,177.0,178.58991797282118
2017-09-14,203.0,189.87466445479765
2017-09-15,229.0,183.94651357925864
2017-09-16,193.0,182.4254158529757
2017-09-17,204.0,176.08132012631134
2017-09-18,190.0,180.50889308773623
2017-09-19,185.0,186.70831640786224
2017-09-20,183.0,187.47631632271825
2017-09-21,189.0,192.9408163968918
2017-09-22,193.0,190.7541389608191
2017-09-23,182.0,193.1130004749461
2017-09-24,178.0,181.4875156301121
2017-09-25,207.0,180.34515345819895
2017-09-26,188.0,181.60400335277032
2017-09-27,175.0,186.23054019299417
2017-09-28,177.0,190.27793145104607
2017-09-29,202.0,192.9876772601913
2017-09-30,176.0,186.90268021039017
2017-10-01,170.0,181.252895480965
2017-10-02,193.0,184.96435582650957
2017-10-03,205.0,181.2799591844496
2017-10-04,192.0,178.95003970489554
2017-10-05,163.0,184.80202485631168
2017-10-06,197.0,197.22357492677733
2017-10-07,198.0,183.03391235253233
2017-10-08,156.0,180.25844349837746
2017-10-09,196.0,191.85644931673139
2017-10-10,185.0,186.15296185711895
2017-10-11,156.0,180.60249721336285
2017-10-12,208.0,183.44776599220145
2017-10-13,177.0,185.09749886832083
2017-10-14,151.0,183.4029455577351
2017-10-15,161.0,182.4174764938195
2017-10-16,214.0,180.94932105286156
2017-10-17,157.0,182.04783173981556
2017-10-18,190.0,174.4706713904535
2017-10-19,198.0,183.03950453672422
2017-10-20,232.0,191.81539799849446
2017-10-21,187.0,179.0956922179511
2017-10-22,173.0,179.1944932788614
2017-10-23,182.0,196.88782761938256
2017-10-24,191.0,184.96577424092035
2017-10-25,181.0,186.54399330920208
2017-10-26,182.0,188.91266332815707
2017-10-27,209.0,196.61752510420382
2017-10-28,174.0,183.2202672387038
2017-10-29,161.0,174.21190700441375
2017-10-30,155.0,191.08150721528287
2017-10-31,156.0,180.86917397171402
2017-11-01,162.0,177.75554968576668
2017-11-02,169.0,178.48221710400804
2017-11-03,216.0,185.78005213399527
2017-11-04,181.0,171.17964695635243
2017-11-05,162.0,170.5394265047092
2017-11-06,186.0,182.04926361327963
2017-11-07,173.0,173.02348660331384
2017-11-08,194.0,178.8059962148111
2017-11-09,169.0,183.4999054785377
2017-11-10,171.0,188.43000562914042
2017-11-11,170.0,179.30820560572047
2017-11-12,140.0,164.7175493809228
2017-11-13,170.0,177.88061479090283
2017-11-14,171.0,163.47703152859032
2017-11-15,182.0,171.75794110212485
2017-11-16,214.0,173.8001515442012
2017-11-17,179.0,182.015000227753
2017-11-18,187.0,177.85134543549123
2017-11-19,148.0,158.23562059952388
2017-11-20,205.0,180.36329399466055
2017-11-21,163.0,177.61061021986444
2017-11-22,166.0,179.52616786306484
2017-11-23,120.0,175.1980147326736
2017-11-24,189.0,184.2856243261171
2017-11-25,184.0,174.7098276665283
2017-11-26,152.0,149.37632319943023
2017-11-27,202.0,176.44609778039424
2017-11-28,177.0,171.31425299368692
2017-11-29,195.0,177.00047036531888
2017-11-30,203.0,179.27093994289388
2017-12-01,223.0,183.59387043520357
2017-12-02,194.0,178.96571436639925
2017-12-03,158.0,155.67993407408602
2017-12-04,203.0,185.2560761785175
2017-12-05,182.0,175.6156052411827
2017-12-06,171.0,186.00313075539904
2017-12-07,144.0,177.74071364704693
2017-12-08,175.0,187.18780812188905
2017-12-09,163.0,175.6965016506638
2017-12-10,141.0,146.71788763264507
2017-12-11,190.0,174.01114399013653
2017-12-12,187.0,165.5922636077605
2017-12-13,176.0,178.16809379127986
2017-12-14,176.0,158.83324292280824
2017-12-15,174.0,183.89032472077588
2017-12-16,211.0,176.06161058393107
2017-12-17,173.0,143.85972101572975
2017-12-18,205.0,180.66172707253418
2017-12-19,218.0,181.00050532248454
2017-12-20,175.0,178.61947785019746
2017-12-21,202.0,176.01180718775416
2017-12-22,206.0,185.6854794040865
2017-12-23,194.0,174.1258837511346
2017-12-24,134.0,153.01877963693588
2017-12-25,68.0,182.8132585021893
2017-12-26,124.0,179.70123396508794
2017-12-27,115.0,167.93556785078297
2017-12-28,161.0,155.58356719550994
2017-12-29,155.0,170.4944365154982
2017-12-30,144.0,161.5017638162325
